Customer_No,Age_Group,Tenure,DEP_IND,CC_IND,MTG_IND,LOC_IND,DEP_PROF,CC_PROF,MTG_PROF,LOC_PROF,AREA,MOBILE_ACTIVE,PAYROLL_DEPOSIT,CSAT,CX_QUALITY,CUST_ENGAGEMENT,CUST_AFFLUENCE,SEGMENT,CLV_DEPOSITS,CLV_CREDITCARD,CLV_MORTGAGE,CLV_LOC,ACQ_SCORE,EMAILABLE,MAILABLE,MILLENNIAL
154,51 or higher,21-30 years,1,1,1,1,36,1150,576,9007.9,TORONTO,1,0,100,861 or higher,3,4,Platinum,"1,090.82",805.37,20853.525,11389.555,0.15,1,0,0
155,51 or higher,30 years or higher,1,1,0,1,-86,1609,0,19828.4,ETOBICOKE,0,0,,781-820,2,4,Platinum,0.03,1048.91,0,11985.4,0.17,0,1,0
156,51 or higher,30 years or higher,1,1,0,1,-402,220,0,-104.5,TORONTO,1,0,100,861 or higher,3,4,Platinum,"1,438.77",157.06,0,-112.34,0.18,1,0,0
157,51 or higher,30 years or higher,1,1,1,1,-322,2233,1072,1444,TORONTO,1,1,82,701-740,3,4,Platinum,"3,064.22",8560.905,18509.02,1417.52,0.19,1,1,0
158,51 or higher,30 years or higher,1,1,0,1,-138,-195,0,-40.85,SCARBOROUGH,0,1,,861 or higher,3,4,Platinum,"3,679.18",79.68,0,-112.34,0.18,0,1,0
159,31-50,21-30 years,1,1,0,1,216,181,0,123.5,BEACHES,1,1,0,861 or higher,3,4,Platinum,"1,562.47",585.91,0,4663.79,0.16,1,1,0
160,31-50,21-30 years,1,1,1,1,-172,-10,-1273,92.15,BEACHES,1,1,-50,861 or higher,3,3,Platinum,"1,175.29",506.33,14297.95,-112.34,0.17,1,0,0
161,31-50,11-20 years,1,0,1,1,-15,0,9,-344.85,RICHMOND HILL,1,0,100,781-820,3,3,Gold,"1,691.92",321.695,45149.385,733.705,0.18,1,0,1
162,31-50,30 years or higher,1,0,1,0,-23,0,5116,0,SCARBOROUGH,1,0,,661-700,2,2,Gold,910.79,772.405,35062.65,0,0.14,1,1,1
163,51 or higher,21-30 years,1,1,1,1,-86,27,148,154.85,TORONTO,1,1,,861 or higher,3,4,Platinum,"3,679.20",188.44,5699.3,6266.56,0.16,1,0,0
164,51 or higher,21-30 years,1,1,0,0,-51,944,0,0,TORONTO,1,0,100,821-860,3,3,Platinum,0,3003.875,0,0,0.17,1,1,0
165,51 or higher,21-30 years,1,1,0,1,4419,-19,0,-104.5,RICHMOND HILL,1,0,,821-860,2,4,Gold,536.92,1343.205,0,-112.34,0.15,1,1,0
166,51 or higher,21-30 years,1,1,1,1,-130,265,31,478.8,SCARBOROUGH,1,1,,821-860,3,3,Platinum,"4,512.32",363.46,9804.14,609.14,0.17,1,1,0
167,51 or higher,30 years or higher,1,1,0,0,681,-17,0,0,TORONTO,0,0,,781-820,2,4,Platinum,"1,934.01",337.4,0,0,0.15,0,0,0
168,51 or higher,30 years or higher,1,1,1,1,-278,141,-2044,1594.1,RICHMOND HILL,1,1,,861 or higher,3,4,Platinum,"4,071.13",62.345,6462.71,-112.34,0.16,1,1,0
169,51 or higher,30 years or higher,1,0,0,0,90,0,0,0,TORONTO,1,0,0,861 or higher,2,4,Gold,0.03,0,0,0,0.12,1,1,0
170,51 or higher,30 years or higher,1,1,0,1,-27,2500,0,3857,TORONTO,1,1,33,561-660,3,3,Bronze,"3,213.97",1207.31,0,-224.68,0.19,1,1,0
171,31-50,21-30 years,1,1,0,1,-134,108,0,3774.35,BEACHES,1,1,,741-780,2,4,Silver,"3,370.16",102.38,0,-224.68,0.18,1,0,1
172,51 or higher,30 years or higher,1,1,1,1,638,338,1547,-210.9,TORONTO,0,1,,781-820,3,4,Platinum,0.03,754.16,31942.715,-5.325,0.15,0,1,0
173,31-50,21-30 years,1,0,1,1,99,0,5271,-969,TORONTO,1,1,-100,741-780,3,4,Platinum,"1,840.88",0,77126.225,2011.33,0.16,1,0,1
174,51 or higher,21-30 years,1,1,0,1,-29,157,0,1486.75,SCARBOROUGH,1,0,,861 or higher,3,3,Platinum,"2,810.17",968.81,0,-224.68,0.16,1,0,0
175,31-50,11-20 years,1,1,1,1,-128,273,7505,1822.1,BEACHES,1,1,,821-860,3,4,Platinum,"3,378.66",485.125,49372.985,-112.34,0.18,1,1,1
176,31-50,21-30 years,1,1,1,0,0,-264,-38,0,TORONTO,1,1,,781-820,3,4,Platinum,"3,938.14",7706.23,13436.03,0,0.18,1,1,0
177,51 or higher,30 years or higher,1,1,1,1,-286,539,2558,-494,ETOBICOKE,1,1,100,821-860,3,4,Platinum,"3,666.38",723.79,14069.07,71.8,0.17,1,1,0
178,51 or higher,30 years or higher,1,1,0,1,1161,3289,0,1697.65,TORONTO,1,0,0,861 or higher,3,3,Platinum,"4,670.97",3260.15,0,-112.34,0.15,1,1,0
179,31-50,30 years or higher,1,1,1,1,10,789,224,1149.5,TORONTO,1,1,100,701-740,3,4,Platinum,"3,241.54",3632.735,65077.245,-224.68,0.17,1,1,1
180,51 or higher,30 years or higher,1,1,1,1,-121,6378,376,5206,TORONTO,0,0,,781-820,2,4,Platinum,"3,363.93",4579.26,1515.91,-224.68,0.16,0,0,0
181,51 or higher,30 years or higher,1,1,1,1,296,21114,-1266,3868.4,TORONTO,1,1,-100,821-860,3,4,Platinum,"2,629.84",1149.23,5606.44,4597.985,0.18,1,1,0
182,51 or higher,21-30 years,1,1,1,1,-48,-198,2935,1777.45,SCARBOROUGH,1,1,100,821-860,3,4,Platinum,"4,465.52",516.33,12512.315,-224.68,0.22,1,1,0
183,31-50,30 years or higher,1,1,1,1,57,468,1091,-15.2,TORONTO,1,1,100,861 or higher,3,4,Platinum,"3,186.59",2729.015,13956.545,2645.785,0.16,1,0,1
184,51 or higher,30 years or higher,1,1,0,1,135,4188,0,2618.2,TORONTO,1,1,,701-740,2,3,Silver,"3,422.34",2188.66,0,-224.68,0.16,1,1,0
185,51 or higher,30 years or higher,1,1,1,0,97,202,3335,0,NORTH YORK,1,1,,561-660,3,3,Gold,"3,914.67",3571.05,40248.565,0,0.22,1,0,0
186,31-50,30 years or higher,1,1,1,1,-259,700,7663,273.6,TORONTO,1,0,,661-700,3,4,Platinum,86.48,8197.09,65776.07,675.355,0.2,1,0,1
187,31-50,30 years or higher,1,1,1,1,-2,1065,2121,2912.7,TORONTO,0,1,,561-660,3,2,Platinum,"1,641.06",3205.575,12005.065,-224.68,0.18,0,1,0
188,31-50,21-30 years,1,1,1,1,-17,539,-257,1603.6,SCARBOROUGH,1,1,,781-820,3,4,Platinum,"3,531.06",246.275,30301.06,-112.34,0.16,1,1,0
189,51 or higher,21-30 years,1,1,1,1,530,-213,4529,2680.9,TORONTO,0,0,,861 or higher,2,3,Platinum,345.29,29.995,68198.46,7289.045,0.15,0,0,0
190,51 or higher,21-30 years,1,1,0,1,-35,572,0,11992.8,ETOBICOKE,1,1,100,781-820,3,4,Gold,"1,257.84",2230.515,0,5079.96,0.16,1,0,0
191,51 or higher,30 years or higher,1,1,0,1,348,-299,0,-223.25,SCARBOROUGH,1,1,-100,861 or higher,3,4,Gold,965.46,83.545,0,-112.34,0.15,1,1,0
192,51 or higher,21-30 years,1,0,0,1,-413,0,0,279.3,ETOBICOKE,0,0,,861 or higher,2,4,Gold,349.97,0,0,1435.28,0.18,0,1,0
193,31-50,21-30 years,1,1,1,1,190,795,3388,-315.4,BEACHES,1,1,100,821-860,3,4,Platinum,"2,580.01",1137.26,49980,-337.02,0.17,1,0,1
194,51 or higher,30 years or higher,1,1,0,1,2772,-176,0,9609.25,TORONTO,1,1,,821-860,3,4,Platinum,"1,686.82",6.88,0,7577.39,0.18,1,0,0
195,51 or higher,21-30 years,1,1,0,1,-217,4941,0,2682.8,RICHMOND HILL,0,0,,661-700,2,3,Bronze,80.63,10043.17,0,2051.98,0.18,0,1,0
196,51 or higher,30 years or higher,0,0,0,0,0,0,0,0,TORONTO,1,0,,701-740,2,3,Silver,"1,669.15",1097.67,0,-224.68,0.13,1,0,0
197,51 or higher,21-30 years,1,1,0,1,67,-103,0,-195.7,SCARBOROUGH,0,1,100,821-860,3,3,Platinum,"4,758.28",5157.005,0,2170.225,0.17,0,1,0
198,31-50,21-30 years,1,1,1,1,-72,901,852,352.45,TORONTO,1,1,100,861 or higher,3,4,Platinum,"3,009.86",1039.25,33041.305,-112.34,0.2,1,1,1
199,51 or higher,30 years or higher,1,0,0,1,-77,0,0,10256.2,TORONTO,0,1,,861 or higher,2,4,Platinum,454.01,0,0,11527.99,0.14,0,0,0
200,31-50,21-30 years,1,0,1,1,409,0,-773,3448.5,SCARBOROUGH,1,0,,741-780,3,4,Platinum,"2,324.01",0,11947.615,126.675,0.17,1,0,1
201,51 or higher,30 years or higher,1,0,0,1,10482,0,0,-104.5,TORONTO,0,0,,701-740,2,4,Silver,"3,184.33",0,0,-112.34,0.12,0,1,0
202,51 or higher,21-30 years,1,0,1,1,2,0,1777,7140.2,BEACHES,1,0,,701-740,3,4,Gold,"1,794.89",0,58579.775,3335.805,0.18,1,1,0
203,51 or higher,21-30 years,1,1,1,1,605,-102,-832,978.5,BEACHES,1,0,-100,861 or higher,2,3,Platinum,"4,584.70",489.405,16686.3,3681.51,0.16,1,1,0
204,31-50,21-30 years,1,1,1,1,373,3143,-999,167.2,SCARBOROUGH,0,0,0,661-700,2,3,Gold,479.95,4576.865,6273.96,465.205,0.18,0,1,0
205,30 or under,21-30 years,1,1,0,1,-244,140,0,366.7,ETOBICOKE,1,0,-100,701-740,3,4,Silver,"2,114.53",3790.52,0,-112.34,0.19,1,1,1
206,51 or higher,30 years or higher,1,1,0,1,-317,96,0,838.85,TORONTO,1,0,,741-780,3,3,Silver,9.88,1599.07,0,-224.68,0.18,1,0,0
207,51 or higher,21-30 years,1,0,1,1,11,0,43,564.3,BEACHES,1,1,-100,781-820,3,4,Platinum,"3,030.91",0,29384.035,-344.29,0.15,1,1,0
208,51 or higher,21-30 years,1,1,1,1,253,48,3742,1753.7,SCARBOROUGH,1,1,100,861 or higher,3,3,Platinum,"2,980.51",1974.455,21813.945,-112.34,0.16,1,0,0
209,51 or higher,21-30 years,1,1,1,1,118,1724,5005,32.3,TORONTO,0,0,,741-780,3,4,Gold,"3,811.11",8094.515,21639.6,894.68,0.16,0,1,0
210,51 or higher,21-30 years,1,1,0,0,-96,-191,0,0,ETOBICOKE,1,1,-100,781-820,3,4,Platinum,"4,041.95",129.705,0,0,0.17,1,1,0
211,51 or higher,30 years or higher,1,1,1,1,-37,37,689,256.5,BEACHES,1,1,,821-860,2,4,Platinum,"4,462.64",48.05,6800.55,944.07,0.16,1,0,0
212,51 or higher,21-30 years,1,1,1,1,-67,2218,-604,1056.4,TORONTO,1,1,,781-820,3,4,Platinum,"3,900.35",6604.965,14837.265,899.715,0.19,1,1,0
213,51 or higher,21-30 years,1,1,0,1,-332,-391,0,179.55,ETOBICOKE,1,0,,861 or higher,3,3,Gold,319.41,6814.345,0,-112.34,0.15,1,0,0
214,51 or higher,30 years or higher,1,1,1,1,111,270,-455,3759.15,TORONTO,1,0,,781-820,3,4,Platinum,"1,297.57",1126.405,3344.365,687.975,0.18,1,0,0
215,51 or higher,21-30 years,1,1,1,1,-63,316,-767,2264.8,ETOBICOKE,1,1,,821-860,3,4,Platinum,"4,176.95",1665.475,2712.1,2237.665,0.19,1,0,0
216,51 or higher,21-30 years,1,0,1,1,35,0,-254,3609.05,TORONTO,1,0,,741-780,3,4,Platinum,"2,557.94",0,41417.13,3826.935,0.15,1,1,0
217,31-50,21-30 years,1,1,1,1,224,1110,436,2369.3,TORONTO,1,0,,561-660,3,3,Gold,"2,139.36",4419.55,9895.32,1814.075,0.17,1,1,0
218,51 or higher,30 years or higher,1,1,0,1,368,1340,0,7443.25,ETOBICOKE,1,0,100,741-780,3,3,Platinum,"4,032.40",1091.22,0,3982.485,0.15,1,1,0
219,51 or higher,21-30 years,1,1,1,1,184,-20,853,-684.95,SCARBOROUGH,1,1,100,821-860,3,3,Platinum,"2,268.46",5432.25,21458.755,-117.595,0.16,1,0,0
220,51 or higher,21-30 years,1,1,1,1,-695,746,1246,3471.3,BEACHES,1,1,100,821-860,3,4,Platinum,"1,304.86",1091.125,32476.825,-112.34,0.22,1,0,0
221,51 or higher,21-30 years,1,0,0,1,-68,0,0,1818.3,TORONTO,1,1,,741-780,2,4,Gold,"2,409.41",0,87350.785,-112.34,0.16,1,0,0
222,51 or higher,30 years or higher,1,1,0,1,2182,-277,0,-104.5,OAKVILLE,0,0,,821-860,2,3,Gold,895.64,442.46,0,-112.34,0.15,0,0,0
223,51 or higher,11-20 years,1,1,0,0,14,260,0,0,BEACHES,1,0,0,781-820,3,4,Platinum,"2,424.20",280.825,0,0,0.18,1,1,0
224,51 or higher,21-30 years,1,1,1,1,586,934,-976,518.7,RICHMOND HILL,1,1,-100,701-740,3,3,Gold,"4,135.48",1502.475,15550.485,-112.34,0.16,1,1,0
225,51 or higher,21-30 years,1,1,0,1,-288,0,0,306.85,BEACHES,0,1,0,781-820,3,4,Bronze,"2,415.25",2811.065,0,-112.34,0.18,0,0,0
226,51 or higher,21-30 years,1,1,0,1,472,0,0,2210.65,ETOBICOKE,1,0,100,861 or higher,3,4,Platinum,"1,529.48",354.735,0,-112.34,0.17,1,0,0
227,51 or higher,30 years or higher,1,1,0,1,232,1148,0,930.05,SCARBOROUGH,1,0,100,861 or higher,3,4,Platinum,"1,083.30",2213.12,0,-112.34,0.17,1,1,0
228,51 or higher,30 years or higher,1,1,1,1,80,386,7805,3606.2,TORONTO,1,1,,861 or higher,3,4,Platinum,0.03,12503.6,9440.905,10658.375,0.15,1,1,0
229,51 or higher,21-30 years,1,1,1,1,104,144,-756,7645.6,TORONTO,1,0,0,861 or higher,3,4,Platinum,"1,255.83",1815.31,15257.87,3304.935,0.16,1,0,0
230,51 or higher,30 years or higher,1,1,1,1,1939,28,1239,910.1,BEACHES,1,0,100,821-860,3,4,Platinum,692.31,16.5,71785.155,2189.22,0.16,1,0,0
231,31-50,30 years or higher,1,1,1,1,-189,-20,-84,1312.9,TORONTO,1,1,0,861 or higher,3,4,Platinum,"4,518.03",225.655,7754.93,265.475,0.2,1,0,0
232,31-50,21-30 years,1,1,1,0,-599,1728,0,0,TORONTO,1,1,,701-740,3,4,Silver,"2,608.69",25195.495,31806.15,0,0.2,1,1,0
233,51 or higher,21-30 years,1,1,1,1,-152,778,-167,134.9,TORONTO,1,1,25,821-860,3,4,Gold,"4,433.34",3627.305,15771.105,0,0.17,1,0,0
234,51 or higher,21-30 years,1,0,0,0,859,0,0,0,BEACHES,1,1,-100,560 or lower,3,4,Bronze,"1,017.23",0,0,0,0.17,1,0,0
235,31-50,21-30 years,1,1,1,1,38,311,501,3793.35,BEACHES,1,0,100,741-780,3,4,Platinum,"2,452.88",4074.55,6208.795,-224.68,0.19,1,0,0
236,51 or higher,30 years or higher,1,1,1,1,616,3978,-961,-60.8,TORONTO,1,0,100,701-740,3,4,Gold,"6,831.18",2560.18,15246.6,146.575,0.2,1,0,0
237,51 or higher,21-30 years,1,0,0,1,-169,0,0,7746.3,TORONTO,1,1,100,861 or higher,3,4,Platinum,5.44,0,0,8361.675,0.14,1,0,0
238,51 or higher,30 years or higher,1,1,0,1,937,135,0,12399.4,SCARBOROUGH,1,1,100,821-860,3,4,Platinum,"3,309.99",6413.66,0,7862.9,0.16,1,1,0
239,30 or under,21-30 years,1,1,1,1,22,357,2006,523.45,SCARBOROUGH,1,1,,701-740,3,3,Gold,"3,368.61",2461.965,40313.975,-112.34,0.17,1,1,1
240,31-50,21-30 years,1,1,1,0,545,-38,-1189,0,SCARBOROUGH,1,1,-100,781-820,3,3,Platinum,"5,248.88",463.11,12442.89,0,0.18,1,1,0
241,51 or higher,30 years or higher,1,1,1,1,-28,28,-584,3491.25,ETOBICOKE,0,1,9,861 or higher,3,4,Platinum,"2,208.38",3410.95,10665.82,1520.555,0.15,0,1,0
242,51 or higher,21-30 years,1,0,1,1,569,0,3768,459.8,ETOBICOKE,1,1,,741-780,3,4,Platinum,"2,581.58",0,36599.8,1651.795,0.18,1,0,0
243,51 or higher,30 years or higher,1,1,0,0,1665,-96,0,0,TORONTO,0,0,,821-860,2,2,Gold,"1,508.81",16.16,0,0,0.16,0,0,0
244,51 or higher,21-30 years,1,1,1,1,-239,-90,-438,975.65,ETOBICOKE,1,0,75,861 or higher,3,4,Platinum,52.96,607.76,7474.59,1511.21,0.16,1,1,0
245,51 or higher,21-30 years,1,1,1,1,-134,853,-356,5093.9,TORONTO,1,0,0,701-740,3,4,Gold,58.67,4492.16,4131.045,1911.78,0.15,1,0,0
246,51 or higher,21-30 years,1,0,1,1,209,0,-2396,7205.75,TORONTO,1,0,,861 or higher,2,4,Platinum,"1,485.08",0,24603.685,11652.41,0.16,1,0,0
247,31-50,21-30 years,1,1,1,1,87,276,-1197,7051.85,TORONTO,1,1,,861 or higher,3,4,Platinum,"2,012.35",8686.63,23120.73,2066.535,0.19,1,1,1
248,31-50,21-30 years,1,1,1,1,-42,209,2138,2352.2,NORTH YORK,1,1,,781-820,3,4,Platinum,"3,024.51",0,35424.32,-112.34,0.18,1,0,1
249,31-50,30 years or higher,1,1,1,1,205,2287,6070,352.45,TORONTO,1,1,-100,741-780,3,4,Platinum,"3,977.90",11750.285,132676.27,-112.34,0.17,1,1,1
250,51 or higher,30 years or higher,1,1,1,1,-352,218,43,895.85,SCARBOROUGH,1,0,,701-740,3,2,Gold,"2,010.42",65.31,1548.89,-224.68,0.18,1,0,0
251,51 or higher,21-30 years,1,1,1,1,80,317,1579,427.5,BEACHES,1,0,,821-860,3,4,Gold,"3,363.93",5199.49,33692.145,-112.34,0.15,1,0,0
252,51 or higher,30 years or higher,1,1,0,1,1077,346,0,17926.5,TORONTO,1,0,,741-780,2,4,Gold,584.09,468.15,0,6462.995,0.16,1,0,0
253,31-50,30 years or higher,1,1,1,1,294,994,1739,2026.35,BEACHES,1,1,,781-820,3,4,Platinum,"2,872.76",3942.13,8118.045,-112.34,0.17,1,0,0
254,51 or higher,21-30 years,1,1,1,1,88,-63,-655,2526.05,ETOBICOKE,1,1,50,821-860,3,4,Platinum,"3,288.89",743.775,1048.625,1680.06,0.17,1,0,0
255,51 or higher,21-30 years,1,1,0,1,-125,1166,0,3570.1,TORONTO,1,0,,781-820,2,3,Platinum,415.63,8318.79,0,-224.68,0.16,1,1,0
256,51 or higher,30 years or higher,1,1,0,0,-71,1386,0,0,TORONTO,1,0,100,781-820,3,3,Platinum,"2,125.79",2499.74,0,0,0.17,1,1,0
257,51 or higher,21-30 years,1,0,0,1,915,0,0,-104.5,TORONTO,1,1,-100,781-820,3,4,Platinum,"5,192.95",613.735,22997.47,-112.34,0.17,1,1,0
258,51 or higher,30 years or higher,1,0,1,1,-63,0,-1,10766.35,SCARBOROUGH,0,1,,821-860,2,3,Silver,"3,072.85",765.375,651.695,3391.97,0.14,0,0,0
259,51 or higher,30 years or higher,1,1,1,1,-146,1565,-144,395.2,SCARBOROUGH,1,1,-100,861 or higher,3,3,Platinum,"2,631.14",4444.855,12203.17,-112.34,0.17,1,0,0
260,51 or higher,21-30 years,1,1,1,1,92,63,1959,399,SCARBOROUGH,1,1,,741-780,3,4,Platinum,"5,184.55",77.495,20492.37,-112.34,0.17,1,1,0
261,51 or higher,30 years or higher,0,1,0,0,0,4285,0,0,TORONTO,1,0,100,741-780,3,1,Gold,0,966.025,0,0,0.15,1,1,0
262,51 or higher,21-30 years,1,1,0,1,-123,3937,0,1510.5,NORTH YORK,1,1,,701-740,2,2,Silver,"1,994.88",8197.09,0,2110.165,0.17,1,0,0
263,31-50,21-30 years,1,1,1,1,2,-120,-927,7824.2,TORONTO,1,0,,821-860,2,4,Platinum,"2,390.84",17.97,10522.02,2406.925,0.18,1,1,0
264,51 or higher,30 years or higher,1,1,1,1,16,-78,-710,79.8,ETOBICOKE,1,0,50,821-860,2,3,Platinum,"1,890.03",339.935,9237.185,-112.34,0.17,1,0,0
265,51 or higher,30 years or higher,1,1,1,1,-31,569,1564,-104.5,ETOBICOKE,1,0,-100,821-860,3,3,Platinum,"1,926.72",425.01,59984.925,-112.34,0.17,1,0,0
266,51 or higher,30 years or higher,1,0,0,1,719,0,0,30403.8,BEACHES,1,0,100,861 or higher,3,4,Platinum,0.03,0,0,9193.28,0.13,1,0,0
267,51 or higher,21-30 years,1,1,0,1,-335,2103,0,6714.6,TORONTO,0,1,,741-780,2,2,Platinum,241.97,918.61,0,4361.605,0.17,0,1,0
268,51 or higher,30 years or higher,1,1,0,1,-83,4485,0,4066,TORONTO,1,1,-33,661-700,3,2,Gold,"3,363.93",10253.335,0,2858.47,0.17,1,0,0
269,51 or higher,21-30 years,1,1,0,1,-19,781,0,-29.45,TORONTO,1,1,67,821-860,3,3,Platinum,"4,155.34",7263.5,0,1135.41,0.17,1,1,0
270,51 or higher,30 years or higher,1,1,0,0,1629,323,0,0,TORONTO,0,0,,781-820,3,4,Platinum,784.3,8197.09,0,0,0.15,0,0,0
271,51 or higher,30 years or higher,1,1,1,1,-104,-118,283,682.1,BEACHES,0,0,,861 or higher,3,4,Platinum,0,-0.775,5458.605,2982.735,0.18,0,0,0
272,51 or higher,21-30 years,1,1,1,1,162,1824,620,1320.5,TORONTO,1,1,100,561-660,3,2,Gold,"3,262.24",3027.355,15508.83,867.365,0.16,1,0,0
273,51 or higher,30 years or higher,1,1,1,1,-20,1671,-581,2660,TORONTO,1,1,,741-780,3,2,Silver,"2,904.63",3380.9,11636.67,-337.02,0.2,1,1,0
274,51 or higher,30 years or higher,1,1,1,1,201,-87,-892,1565.6,BEACHES,1,1,0,781-820,4,4,Silver,"5,720.49",99.66,3591.44,1327.305,0.18,1,0,0
275,31-50,21-30 years,1,1,0,1,466,846,0,290.7,TORONTO,1,1,,781-820,3,3,Platinum,"7,164.77",6331.07,0,-112.34,0.2,1,0,1
276,51 or higher,21-30 years,1,1,1,1,41,575,-138,1643.5,OAKVILLE,1,0,,821-860,2,4,Platinum,845.09,9169.505,1358.33,-112.34,0.16,1,1,0
277,51 or higher,21-30 years,1,1,0,0,321,-91,0,0,TORONTO,0,0,,821-860,3,2,Gold,81.36,24.16,0,0,0.16,0,1,0
278,51 or higher,30 years or higher,1,1,1,1,-136,48,124,3839.9,TORONTO,1,0,,861 or higher,3,4,Platinum,0,905.33,354.54,1646.72,0.17,1,1,0
279,51 or higher,30 years or higher,1,0,0,0,-183,0,0,0,ETOBICOKE,0,0,,821-860,2,2,Gold,150.55,0,0,0,0.17,0,0,0
280,31-50,21-30 years,1,1,1,1,-156,80,2577,1426.9,SCARBOROUGH,1,1,100,741-780,3,3,Platinum,"3,617.40",716.58,9653.35,306.725,0.18,1,1,0
281,51 or higher,21-30 years,1,1,0,1,-92,774,0,1268.25,ETOBICOKE,1,1,,781-820,3,3,Platinum,"4,182.76",874.825,0,-112.34,0.17,1,1,0
282,51 or higher,30 years or higher,0,1,1,1,0,-14,-696,7008.15,SCARBOROUGH,0,0,,821-860,2,3,Platinum,0,366.93,4897.71,1693.62,0.15,0,0,0
283,31-50,21-30 years,1,1,0,0,-6,-174,0,0,TORONTO,1,0,,561-660,2,4,Gold,281.47,602.61,0,0,0.18,1,0,0
284,51 or higher,21-30 years,0,1,0,1,0,27,0,-104.5,BEACHES,0,0,,781-820,2,3,Gold,0,77.645,0,-112.34,0.15,0,1,0
285,51 or higher,30 years or higher,1,0,0,0,-61,0,0,0,TORONTO,0,0,100,821-860,2,4,Silver,176.35,0,0,0,0.12,0,0,0
286,51 or higher,30 years or higher,1,1,0,1,-200,1223,0,13108.1,TORONTO,1,0,100,781-820,3,4,Platinum,296.56,2712.015,0,12963.39,0.18,1,1,0
287,31-50,21-30 years,1,0,0,1,22,0,0,18388.2,ETOBICOKE,1,1,,861 or higher,2,4,Platinum,"3,417.00",0,0,8335.945,0.14,1,0,1
288,31-50,21-30 years,1,1,0,1,-73,55,0,4933.35,BEACHES,1,0,,821-860,2,4,Silver,"1,925.55",861.21,0,1595.605,0.22,1,0,1
289,51 or higher,21-30 years,1,0,1,1,80,0,2905,3380.1,OAKVILLE,1,1,75,701-740,3,4,Silver,"6,210.87",0,10670.22,-224.68,0.17,1,0,0
290,51 or higher,30 years or higher,1,1,1,1,-29,186,1005,-197.6,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"3,471.51",2054.025,14062.95,313.44,0.16,1,0,0
291,31-50,21-30 years,1,1,1,1,-129,-100,597,-1455.4,TORONTO,1,1,,821-860,3,4,Platinum,35.99,768.865,10207.89,-16.31,0.17,1,0,1
292,31-50,11-20 years,0,1,1,1,0,2401,-617,2671.4,TORONTO,0,0,,701-740,2,4,Silver,0,697.79,8708.72,1620.22,0.17,0,0,0
293,31-50,21-30 years,1,1,1,1,-86,2700,-1561,2699.9,TORONTO,1,1,100,741-780,3,4,Gold,"2,864.31",21010.915,102021.495,-224.68,0.22,1,0,1
294,51 or higher,21-30 years,1,1,1,1,18,1121,870,943.35,NORTH YORK,1,0,100,821-860,3,3,Platinum,"4,512.35",7073.655,7215.05,-224.68,0.17,1,1,0
295,51 or higher,30 years or higher,1,1,0,1,98,418,0,2206.85,TORONTO,1,0,50,741-780,3,3,Platinum,72.23,2654.45,0,773.38,0.16,1,0,0
296,51 or higher,30 years or higher,1,1,1,1,89,647,-389,4047,TORONTO,1,1,,661-700,3,4,Gold,"2,844.53",3043.745,7403.535,929.93,0.17,1,1,0
297,31-50,30 years or higher,1,1,1,1,84,297,941,-982.3,TORONTO,1,1,100,741-780,3,4,Platinum,"3,366.51",819.865,21016.39,-144.325,0.19,1,0,1
298,51 or higher,30 years or higher,1,1,0,0,5751,62,0,0,TORONTO,1,0,,861 or higher,2,4,Platinum,"2,214.94",-9.57,0,0,0.14,1,1,0
299,31-50,21-30 years,1,1,1,1,-38,1089,1287,1954.15,TORONTO,1,1,,661-700,3,4,Silver,"3,834.52",2794.885,15103.575,-112.34,0.2,1,1,1
300,51 or higher,30 years or higher,1,1,1,1,-37,-103,-243,26712.1,ETOBICOKE,0,0,25,861 or higher,2,4,Platinum,0.07,14.19,168.37,13536.025,0.16,0,1,0
301,31-50,21-30 years,1,1,1,1,546,29,825,-98.8,SCARBOROUGH,1,1,,741-780,3,3,Platinum,"3,738.34",368.195,5712.805,216.97,0.18,1,1,1
302,31-50,30 years or higher,1,0,1,1,14,0,-356,3008.65,SCARBOROUGH,1,1,,701-740,3,4,Platinum,"2,572.12",0,20434.765,-224.68,0.18,1,1,1
303,51 or higher,30 years or higher,1,1,0,0,8250,-315,0,0,TORONTO,1,0,,861 or higher,3,4,Platinum,"3,274.77",110.29,0,0,0.15,1,0,0
304,51 or higher,30 years or higher,1,1,0,0,-53,-304,0,0,RICHMOND HILL,1,0,,741-780,2,3,Bronze,7.88,455.51,0,0,0.16,1,1,0
305,31-50,21-30 years,1,1,1,1,742,184,-451,-88.35,ETOBICOKE,0,1,100,821-860,3,4,Platinum,"3,198.82",466.415,9824.14,95.585,0.16,0,1,0
306,31-50,30 years or higher,1,1,1,1,300,39,4327,-722,ETOBICOKE,1,0,-75,861 or higher,3,4,Platinum,"1,649.40",-4.635,131642.48,-7.855,0.16,1,0,0
307,51 or higher,30 years or higher,1,0,0,0,7958,0,0,0,NORTH YORK,0,0,,741-780,2,3,Bronze,"1,651.93",0,0,0,0.12,0,1,0
308,31-50,21-30 years,1,1,0,1,-62,29,0,-185.25,SCARBOROUGH,1,1,,821-860,3,4,Platinum,"2,654.56",3917.105,0,-112.34,0.18,1,0,1
309,31-50,21-30 years,1,1,1,1,631,-128,969,-204.25,SCARBOROUGH,1,1,,861 or higher,3,3,Platinum,"4,782.80",168.445,9822.19,-224.68,0.18,1,1,0
